gene	correlation	pvalue	ratio of responsive genes	description
VPS28	-0.0156438070839408	0.750677018573114	0.0930256032093419	Component of the ESCRT-I complex (Stp22p, Srn2p, Vps28p, and Mvb12p), which is involved in ubiquitin-dependent sorting of proteins into the endosome; conserved C-terminal domain interacts with ESCRT-III subunit Vps20p
VPS3	-0.0162665647495134	0.225985477759786	0.84505363276411	Component of CORVET tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins, acidification of the vacuolar lumen, and assembly of the vacuolar H+-ATPase
VPS36	-0.0344548351942693	0.463965792656179	0.104999112984829	Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome
VPS41	0.01322912059918	0.312736679029204	0.903434120244369	Vacuolar membrane protein that is a subunit of the homotypic vacuole fusion and vacuole protein sorting (HOPS) complex; essential for membrane docking and fusion at the Golgi-to-endosome and endosome-to-vacuole stages of protein transport
VPS8	0.0083290211043369	0.530631109423587	0.862387998509991	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif
YBT1	-0.0791084379388906	0.441160135329582	0.0246192315029835	Transporter of the ATP-binding cassette (ABC) family involved in bile acid transport; similar to mammalian bile transporters
YHB1	-0.0711620569133225	0.413883042214391	0.0383289230737087	Nitric oxide oxidoreductase, flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses
YHR003C	-0.00980475040126187	0.814357386386291	0.157272278502602	Protein of unknown function, localized to the mitochondrial outer membrane
YPK1	0.0105663052705801	0.430111811056282	0.855125464898398	Serine/threonine protein kinase; phosphorylates and downregulates flippase activator Fpk1p; also inactivates Orm1p and Orm2p (inhibitors of serine:palmitoyl-coenzyme A transferase) by phosphorylation in response to compromised sphingolipid synthesis; mutations affect receptor-mediated endocytosis and sphingolipid-mediated and cell integrity signaling pathways; homolog of mammalian kinase SGK
YPL260W	-0.0439357507913815	0.544048037064634	0.0514403821995462	Putative substrate of cAMP-dependent protein kinase (PKA); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YPL260W is not an essential gene
YPT31	-0.0438692401250891	0.782657120958181	0.0109630374748913	Rab family GTPase, very similar to Ypt32p; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi
YPT6	0.00496578207282258	0.717420318019438	0.7958236651324	Rab family GTPase, Ras-like GTP binding protein involved in the secretory pathway, required for fusion of endosome-derived vesicles with the late Golgi, maturation of the vacuolar carboxypeptidase Y; has similarity to the human GTPase, Rab6
YTA7	0.00314180208981218	0.81479965025092	0.85606530434485	Protein that localizes to chromatin and has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; potentially phosphorylated by Cdc28p
YUH1	0.0632130816020341	0.346327880455672	0.0592321236067112	Ubiquitin C-terminal hydrolase that cleaves ubiquitin-protein fusions to generate monomeric ubiquitin; hydrolyzes the peptide bond at the C-terminus of ubiquitin; also the major processing enzyme for the ubiquitin-like protein Rub1p
YVH1	0.0989411707097052	0.0603848783452146	0.130034369274853	Protein phosphatase involved in vegetative growth at low temperatures, sporulation, and glycogen accumulation; mutants are defective in 60S ribosome assembly; member of the dual-specificity family of protein phosphatases
ZAP1	0.00273270523772891	0.837373951934299	0.872216288383931	Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains
